Amélie--;,Jean-Pierre Jeunet--;,2001--;,"Amelie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.--;,"Audrey Tautou, Mathieu Kassovitz, Rufus, Lorella Cravotta--;,http://ia.media-imdb.com/images/M/MV5BMTYzNjkxMTczOF5BMl5BanBnXkFtZTgwODg5NDc2MjE@._V1_SX300.jpg--;
American Beauty--;,Sam Mendes--;,1999--;,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.--;,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley--;,http://ia.media-imdb.com/images/M/MV5BMjM4NTI5NzYyNV5BMl5BanBnXkFtZTgwNTkxNTYxMTE@._V1_SX300.jpg--;
American Graffiti--;,George Lucas--;,1973--;,A couple of high school grads spend one final night cruising the strip with their buddies before they go off to college.--;,"Richard Dreyfuss, Ron Howard, Paul Le Mat, Charles Martin Smith--;,http://ia.media-imdb.com/images/M/MV5BMjI5NjM5MjIyNF5BMl5BanBnXkFtZTgwNjg2MTUxMDE@._V1_SX300.jpg--;
American History X--;,Tony Kaye--;,1998--;,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.--;,"Edward Norton, Edward Furlong, Beverly D'Angelo, Jennifer Lien--;,http://ia.media-imdb.com/images/M/MV5BMjMzNDUwNTIyMF5BMl5BanBnXkFtZTcwNjMwNDg3OA@@._V1_SX300.jpg--;
American Hustle--;,David O. Russell--;,2013--;,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.--;,"Christian Bale, Bradley Cooper, Amy Adams, Jeremy Renner--;,http://ia.media-imdb.com/images/M/MV5BNjkxMTc0MDc4N15BMl5BanBnXkFtZTgwODUyNTI1MDE@._V1_SX300.jpg--;
American Psycho--;,Mary Harron--;,2000--;,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.--;,"Christian Bale, Justin Theroux, Josh Lucas, Bill Sage--;,http://ia.media-imdb.com/images/M/MV5BMjIyMTYwMTI0N15BMl5BanBnXkFtZTgwNTU2NTYxMTE@._V1_SX300.jpg--;
Amores Perros--;,Alejandro G. Iñárritu--;,2000--;,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.--;,"Emilio Echevarría, Gael García Bernal, Goya Toledo, Álvaro Guerrero--;,http://ia.media-imdb.com/images/M/MV5BMjIyNTA5MzQ5N15BMl5BanBnXkFtZTcwNjIyNTgxMQ@@._V1_SX300.jpg--;
Amy--;,Asif Kapadia--;,2015--;,"The story of Amy Winehouse in her own words, featuring unseen archival footage and unheard tracks.--;,"Amy Winehouse, Lauren Gilbert, Juliette Ashby, Nick Shymansky--;,http://ia.media-imdb.com/images/M/MV5BMTQ1MzE4MTE3OF5BMl5BanBnXkFtZTgwOTcyNDM3NTE@._V1_SX300.jpg--;
Angels & Demons--;,Ron Howard--;,2009--;,Harvard symbologist Robert Langdon works to solve a murder and prevent a terrorist act against the Vatican.--;,"Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård--;,http://ia.media-imdb.com/images/M/MV5BMjEzNzM2MjgxMF5BMl5BanBnXkFtZTcwNTQ1MTM0Mg@@._V1_SX300.jpg--;
Annie Hall--;,Woody Allen--;,1977--;,Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.--;,"Woody Allen, Diane Keaton, Tony Roberts, Carol Kane--;,http://ia.media-imdb.com/images/M/MV5BMTU1NDM2MjkwM15BMl5BanBnXkFtZTcwODU3OTYwNA@@._V1_SX300.jpg--;
Anomalisa--;,"Duke Johnson, Charlie Kaufman--;,2015--;,A man crippled by the mundanity of his life experiences something out of the ordinary.--;,"David Thewlis, Jennifer Jason Leigh, Tom Noonan--;,http://ia.media-imdb.com/images/M/MV5BMTkyMzI2MzQ1N15BMl5BanBnXkFtZTgwNDg0MzQxNzE@._V1_SX300.jpg--;
Any Given Sunday--;,Oliver Stone--;,1999--;,A behind-the-scenes look at the life-and-death struggles of modern-day gladiators and those who lead them.--;,"Al Pacino, Cameron Diaz, Dennis Quaid, James Woods--;,http://ia.media-imdb.com/images/M/MV5BMTk1NTg3MjY0Nl5BMl5BanBnXkFtZTgwOTE5MDgxMTE@._V1_SX300.jpg--;
Apocalypse Now--;,Francis Ford Coppola--;,1979--;,"During the Vietnam War, Captain Willard is sent on a dangerous mission into Cambodia to assassinate a renegade colonel who has set himself up as a god among a local tribe.--;,"Marlon Brando, Martin Sheen, Robert Duvall, Frederic Forrest--;,http://ia.media-imdb.com/images/M/MV5BMTcyMzQ5NDM4OV5BMl5BanBnXkFtZTcwODUwNDg3OA@@._V1_SX300.jpg--;
Avengers: Age of Ultron--;,Joss Whedon--;,2015--;,"When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's Mightiest Heroes to stop the villainous Ultron from enacting his terrible plans.--;,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans--;,http://ia.media-imdb.com/images/M/MV5BMTM4OGJmNWMtOTM4Ni00NTE3LTg3MDItZmQxYjc4N2JhNmUxXkEyXkFqcGdeQXVyNTgzMDMzMTg@._V1_SX300.jpg--;
Back to the Future--;,Robert Zemeckis--;,1985--;,"A young man is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his friend, Dr. Emmett Brown, and must make sure his high-school-age parents unite in order to save his own existence.--;,"Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover--;,http://ia.media-imdb.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg--;
Barry Lyndon--;,Stanley Kubrick--;,1975--;,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.--;,"Ryan O'Neal, Marisa Berenson, Patrick Magee, Hardy Krüger--;,http://ia.media-imdb.com/images/M/MV5BMTczNzkyMjQ4N15BMl5BanBnXkFtZTcwOTQ2NjU4Mw@@._V1_SX300.jpg--;
Batman Begins--;,Christopher Nolan--;,2005--;,"After training with his mentor, Batman begins his war on crime to free the crime-ridden Gotham City from corruption that the Scarecrow and the League of Shadows have cast upon it.--;,"Christian Bale, Michael Caine, Liam Neeson, Katie Holmes--;,http://ia.media-imdb.com/images/M/MV5BNTM3OTc0MzM2OV5BMl5BanBnXkFtZTYwNzUwMTI3._V1_SX300.jpg--;
Batman vs Superman: Dawn of Justice--;,Zack Snyder--;,2016--;,"The General public is controversial over having superman on their planet and letting the dark knight pursue the streets of Gotham. And while this is happening, a power-phobic batman tries to attack superman, meanwhile, superman tries to settle on a decision, and Lex Luther, a millionaire, tries to use his own advantages to fight the man of steel.--;,"Ben Affleck, Henry Cavill, Amy Adams--;,http://ia.media-imdb.com/images/M/MV5BNTE5NzU3MTYzOF5BMl5BanBnXkFtZTgwNTM5NjQxODE@._V1_SX300.jpg--;
Beauty and the Beast--;,"Gary Trousdale, Kirk Wise--;,1991--;,"Belle, whose father is imprisoned by the Beast, offers herself instead, unaware her captor to be an enchanted prince.--;,"Robby Benson, Jesse Corti, Rex Everhart, Angela Lansbury--;,http://ia.media-imdb.com/images/M/MV5BMTkyMDgwODY0OV5BMl5BanBnXkFtZTgwODI5NTQ5MTE@._V1_SX300.jpg--;
Before Sunrise--;,Richard Linklater--;,1995--;,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.--;,"Ethan Hawke, Julie Delpy, Andrea Eckert, Hanno Pöschl--;,http://ia.media-imdb.com/images/M/MV5BMTQyMTM3MTQxMl5BMl5BanBnXkFtZTcwMDAzNjQ4Mg@@._V1_SX300.jpg--;
Ben-Hur--;,William Wyler--;,1959--;,"When a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.--;,"Charlton Heston, Jack Hawkins, Haya Harareet, Stephen Boyd--;,http://ia.media-imdb.com/images/M/MV5BNjg2NjA3NDY2OV5BMl5BanBnXkFtZTgwNzE3NTkxMTE@._V1_SX300.jpg--;
Bicycle Thieves--;,Vittorio De Sica--;,1948--;,"Set in Post-WWII Italy, a working class man's bicycle is stolen. He and his son set out to find it.--;,"Lamberto Maggiorani, Enzo Staiola, Lianella Carell, Gino Saltamerenda--;,http://ia.media-imdb.com/images/M/MV5BMjIzMzAyMzg1Nl5BMl5BanBnXkFtZTgwMzMyNzk0MTE@._V1_SX300.jpg--;
Birdman--;,N/A--;,1967–1969--;,A winged superhero who gets his powers from the sun battles various evildoers with the help of his eagle sidekick Avenger.--;,"Keith Andes, Don Messick, John Stephenson, Vic Perrin--;,http://ia.media-imdb.com/images/M/MV5BMTIxNzYwNTUwMl5BMl5BanBnXkFtZTcwMTcyNzc0MQ@@._V1_SX300.jpg--;
Blade Runner--;,Ridley Scott--;,1982--;,A blade runner must pursue and try to terminate four replicants who stole a ship in space and have returned to Earth to find their creator.--;,"Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos--;,http://ia.media-imdb.com/images/M/MV5BMTA4MDQxNTk2NDheQTJeQWpwZ15BbWU3MDE2NjIyODk@._V1_SX300.jpg--;
Blade Runner--;,Ridley Scott--;,1982--;,A blade runner must pursue and try to terminate four replicants who stole a ship in space and have returned to Earth to find their creator.--;,"Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos--;,http://ia.media-imdb.com/images/M/MV5BMTA4MDQxNTk2NDheQTJeQWpwZ15BbWU3MDE2NjIyODk@._V1_SX300.jpg--;
Braveheart--;,Mel Gibson--;,1995--;,"When his secret bride is executed for assaulting an English soldier who tried to rape her, William Wallace begins a revolt against King Edward I of England.--;,"James Robinson, Sean Lawlor, Sandy Nelson, James Cosmo--;,http://ia.media-imdb.com/images/M/MV5BNjA4ODYxMDU3Nl5BMl5BanBnXkFtZTcwMzkzMTk3OA@@._V1_SX300.jpg--;
Bridge of Spies--;,Steven Spielberg--;,2015--;,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.--;,"Mark Rylance, Domenick Lombardozzi, Victor Verhaeghe, Mark Fichera--;,http://ia.media-imdb.com/images/M/MV5BMjIxOTI0MjU5NV5BMl5BanBnXkFtZTgwNzM4OTk4NTE@._V1_SX300.jpg--;
Brokeback Mountain--;,Ang Lee--;,2005--;,"The story of a forbidden and secretive relationship between two cowboys, and their lives over the years.--;,"Heath Ledger, Jake Gyllenhaal, Randy Quaid, Valerie Planche--;,http://ia.media-imdb.com/images/M/MV5BMTY5NTAzNTc1NF5BMl5BanBnXkFtZTYwNDY4MDc3._V1_SX300.jpg--;
Brooklyn--;,John Crowley--;,2015--;,"An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.--;,"Saoirse Ronan, Hugh Gormley, Brid Brennan, Maeve McGrath--;,http://ia.media-imdb.com/images/M/MV5BMzE4MDk5NzEyOV5BMl5BanBnXkFtZTgwNDM4NDA3NjE@._V1_SX300.jpg--;
Butch Cassidy and the Sundance Kid--;,George Roy Hill--;,1969--;,Two Western bank/train robbers flee to Bolivia when the law gets too close.--;,"Paul Newman, Robert Redford, Katharine Ross, Strother Martin--;,http://ia.media-imdb.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@._V1_SX300.jpg--;
Captain America: Civil War--;,"Anthony Russo, Joe Russo--;,2016--;,Political interference in the Avengers' activities causes a rift between former allies Captain America and Iron Man.--;,"Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan--;,http://ia.media-imdb.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_SX300.jpg--;
Captain America: The First Avenger--;,Joe Johnston--;,2011--;,"Steve Rogers, a rejected military soldier transforms into Captain America after taking a dose of a 'Super-Soldier serum'. But being Captain America comes at a price as he attempts to take down a war monger and a terrorist organization.--;,"Chris Evans, Hayley Atwell, Sebastian Stan, Tommy Lee Jones--;,http://ia.media-imdb.com/images/M/MV5BMTYzOTc2NzU3N15BMl5BanBnXkFtZTcwNjY3MDE3NQ@@._V1_SX300.jpg--;
Captain America: The Winter Soldier--;,"Anthony Russo, Joe Russo--;,2014--;,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.--;,"Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford--;,http://ia.media-imdb.com/images/M/MV5BMzA2NDkwODAwM15BMl5BanBnXkFtZTgwODk5MTgzMTE@._V1_SX300.jpg--;
Carol--;,Todd Haynes--;,2015--;,An aspiring photographer develops an intimate relationship with an older woman.--;,"Cate Blanchett, Rooney Mara, Kyle Chandler, Sarah Paulson--;,http://ia.media-imdb.com/images/M/MV5BMjE3Nzk2NTMxMl5BMl5BanBnXkFtZTgwOTk5ODcyODE@._V1_SX300.jpg--;
Casablanca--;,Michael Curtiz--;,1942--;,"In Casablanca, Morocco during the early days of World War II, an American expatriate meets a former lover, with unforeseen complications.--;,"Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains--;,http://ia.media-imdb.com/images/M/MV5BMjQwNDYyNTk2N15BMl5BanBnXkFtZTgwMjQ0OTMyMjE@._V1_SX300.jpg--;
Casino Royale--;,Martin Campbell--;,2006--;,"Armed with a licence to kill, Secret Agent James Bond sets out on his first mission as 007 and must defeat a weapons dealer in a high stakes game of poker at Casino Royale, but things are not what they seem.--;,"Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench--;,http://ia.media-imdb.com/images/M/MV5BMTM5MjI4NDExNF5BMl5BanBnXkFtZTcwMDM1MjMzMQ@@._V1_SX300.jpg--;
Casino--;,Martin Scorsese--;,1995--;,"Greed, deception, money, power, and murder occur between two mobster best friends and a trophy wife over a gambling empire.--;,"Robert De Niro, Sharon Stone, Joe Pesci, James Woods--;,http://ia.media-imdb.com/images/M/MV5BMTMzMjkwMTk4Nl5BMl5BanBnXkFtZTYwNjYxMjk5._V1_SX300.jpg--;
Castle in the Sky--;,Hayao Miyazaki--;,1986--;,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.--;,"Anna Paquin, James Van Der Beek, Cloris Leachman, Mark Hamill--;,http://ia.media-imdb.com/images/M/MV5BMTU4MTUyMTc3MV5BMl5BanBnXkFtZTYwOTg4Mzk5._V1_SX300.jpg--;
Catch Me If You Can--;,Steven Spielberg--;,2002--;,"The true story of Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars' worth of checks as a Pan Am pilot, doctor, and legal prosecutor.--;,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen--;,http://ia.media-imdb.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_SX300.jpg--;
Central Intelligence--;,Rawson Marshall Thurber--;,2016--;,"After he reunites with an old pal through Facebook, a mild-mannered accountant is lured into the world of international espionage.--;,"Dwayne Johnson, Aaron Paul, Kevin Hart, Amy Ryan--;,http://ia.media-imdb.com/images/M/MV5BMjA2NzEzNjIwNl5BMl5BanBnXkFtZTgwNzgwMTEzNzE@._V1_SX300.jpg--;
Children of Heaven--;,Majid Majidi--;,1997--;,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to 'win' a new pair.--;,"Mohammad Amir Naji, Amir Farrokh Hashemian, Bahare Seddiqi, Nafise Jafar-Mohammadi--;,http://ia.media-imdb.com/images/M/MV5BMTg0OTk4MDEwMV5BMl5BanBnXkFtZTYwNzMwNzI5._V1_SX300.jpg--;
Chinatown--;,Roman Polanski--;,1974--;,"A private detective hired to expose an adulterer finds himself caught up in a web of deceit, corruption and murder.--;,"Jack Nicholson, Faye Dunaway, John Huston, Perry Lopez--;,http://ia.media-imdb.com/images/M/MV5BMTUyMTQ1NjA2OV5BMl5BanBnXkFtZTcwODQ1Njg3OA@@._V1_SX300.jpg--;
Cinema Paradiso--;,Giuseppe Tornatore--;,1988--;,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.--;,"Antonella Attili, Enzo Cannavale, Isa Danieli, Leo Gullotta--;,http://ia.media-imdb.com/images/M/MV5BMjIzMTgzOTEwOF5BMl5BanBnXkFtZTgwNTUxNjcxMTE@._V1_SX300.jpg--;
Citizen Kane--;,Orson Welles--;,1941--;,"Following the death of a publishing tycoon, news reporters scramble to discover the meaning of his final utterance.--;,"Joseph Cotten, Dorothy Comingore, Agnes Moorehead, Ruth Warrick--;,http://ia.media-imdb.com/images/M/MV5BMTQ2Mjc1MDQwMl5BMl5BanBnXkFtZTcwNzUyOTUyMg@@._V1_SX300.jpg--;
City Lights--;,Charles Chaplin--;,1931--;,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.--;,"Virginia Cherrill, Florence Lee, Harry Myers, Al Ernest Garcia--;,http://ia.media-imdb.com/images/M/MV5BMjA3NDQ5MDMzOV5BMl5BanBnXkFtZTgwODY2MjcyMjE@._V1_SX300.jpg--;
City of God--;,"Fernando Meirelles, Kátia Lund--;,2002--;,"Two boys growing up in a violent neighborhood of Rio de Janeiro take different paths: one becomes a photographer, the other a drug dealer.--;,"Alexandre Rodrigues, Leandro Firmino, Phellipe Haagensen, Douglas Silva--;,http://ia.media-imdb.com/images/M/MV5BMjA4ODQ3ODkzNV5BMl5BanBnXkFtZTYwOTc4NDI3._V1_SX300.jpg--;
Clear and Present Danger--;,Phillip Noyce--;,1994--;,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.--;,"Harrison Ford, Willem Dafoe, Anne Archer, Joaquim de Almeida--;,http://ia.media-imdb.com/images/M/MV5BMTUxOTk4NzUyOF5BMl5BanBnXkFtZTgwNzc3ODYxMTE@._V1_SX300.jpg--;
Cool Hand Luke--;,Stuart Rosenberg--;,1967--;,A man refuses to conform to life in a rural prison.--;,"Paul Newman, George Kennedy, J.D. Cannon, Lou Antonio--;,http://ia.media-imdb.com/images/M/MV5BODMyMDA0MTY2OF5BMl5BanBnXkFtZTcwMzkzNjk3OA@@._V1_SX300.jpg--;
Danny Collins--;,Dan Fogelman--;,2015--;,An aging rock star decides to change his life when he discovers a 40-year-old letter written to him by John Lennon.--;,"Al Pacino, Annette Bening, Jennifer Garner, Bobby Cannavale--;,http://ia.media-imdb.com/images/M/MV5BNDk5NTYxOTk2MV5BMl5BanBnXkFtZTgwMzIxMjE0MzE@._V1_SX300.jpg--;
Das Boot--;,Wolfgang Petersen--;,1981--;,"The claustrophobic world of a WWII German U-boat; boredom, filth, and sheer terror.--;,"Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann, Hubertus Bengsch--;,http://ia.media-imdb.com/images/M/MV5BMjE5Mzk5OTQ0Nl5BMl5BanBnXkFtZTYwNzUwMTQ5._V1_SX300.jpg--;
Dawn of the Dead--;,Zack Snyder--;,2004--;,"A nurse, a policeman, a young married couple, a salesman, and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall.--;,"Sarah Polley, Ving Rhames, Jake Weber, Mekhi Phifer--;,http://ia.media-imdb.com/images/M/MV5BMTI4OTU2NjY5OF5BMl5BanBnXkFtZTYwOTQ2Mzg3._V1_SX300.jpg--;
Deadpool--;,Tim Miller--;,2016--;,"A former Special Forces operative turned mercenary is subjected to a rogue experiment that leaves him with accelerated healing powers, adopting the alter ego Deadpool.--;,"Ryan Reynolds, Karan Soni, Ed Skrein, Michael Benyaer--;,http://ia.media-imdb.com/images/M/MV5BMjQyODg5Njc4N15BMl5BanBnXkFtZTgwMzExMjE3NzE@._V1_SX300.jpg--;
Deus Ex-machina--;,Carlos Gerbase--;,1995--;,N/A--;,"Luciene Adami, Werner Schünemann, Leverdógil de Freitas, Daniela Schmitz--;,N/A--;
Devil's Advocate--;,Adrian Shergold--;,1995--;,"Young English girl Clare Rigby is working as an au pair in Italy. When her employer's house catches fire, Clare is blamed and imprisoned. Top-lawyer Alessandra Locatelli decides to try and ...--;,"Alice Krige, Lena Headey, Peter Wight, David Morrissey--;,N/A--;
Diabolique--;,Henri-Georges Clouzot--;,1955--;,"The wife of a cruel headmaster and his mistress conspire to kill him, but after the murder is committed, his body disappears, and strange events begin to plague the two women.--;,"Simone Signoret, Véra Clouzot, Paul Meurisse, Charles Vanel--;,http://ia.media-imdb.com/images/M/MV5BMTcwNzc5MjI5Nl5BMl5BanBnXkFtZTYwNjIwMzc5._V1_SX300.jpg--;
